make,model,version,ano,mot_tipo_motor,mot_potencia_hp,mot_torque_nm,mot_aspiracion,mot_traccion,mot_transmision,mot_marchas,dim_largo_mm,dim_ancho_mm,dim_alto_mm,dim_batalla_mm,dim_peso_kg,cap_baul_l,cap_carga_util_kg,remolque_frenado_kg,cap_plazas,seg_pas_airbags_cnt,seg_act_abs,seg_act_esp,eff_consumo_l_100km,eff_kwh_100km,eff_co2_g_km,bateria_kwh,autonomia_km,carga_dc_kw,carga_ac_kw,info_pantalla_pulg,info_android_auto,info_apple_carplay,info_camara_360,info_cargador_inalambrico,amen_techo_panoramico,conf_asientos_calefaccion,conf_asientos_ventilacion,adas_aeb,adas_acc,adas_lka,adas_bsm,adas_rcta,luces_matriz_led,chasis_frenos_del,chasis_frenos_tras,chasis_susp_del,chasis_susp_tras,ruedas_neumatico_medida,ruedas_rin_pulg,angulo_ataque_deg,angulo_salida_deg,angulo_quiebre_deg,despeje_suelo_mm,cap_tanque_l,fuente_url,ano_source
GMC,CANYON,AT4 D,2025,gasolina,4.0,,,,AUTOMÁTICA,8,,,,,,,,,,,0,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/gmc/gmc-canyon-2025-catalogo-escritorio.pdf,file:ano
GMC,etiquetas,rendimiento,2023,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/gmc/gmc-etiquetas-rendimiento-2023-copy.pdf,file:ano
GMC,YUKON,B PIEL,2007,,,,,,,10,,,,,,,,,,,0,0,,,,,,,,16.8,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,file://data/oem_specs_processed/gmc/gmc-yukon-catalogo-escritorio.pdf,
GMC,ACADIA,A TELA,2024,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/gmc/manual-de-propietario-acadia-2024.pdf,file:ano
MANUAL,de,propietario,2025,diésel,,,,,AT,,,,,,,,,,,,1,1,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/gmc/manual-de-propietario.pdf,text:ano
MANUAL,propietario,UNSPEC,2025,gasolina,,,,,,,,,,,,,,,,,1,1,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/gmc/manual-propietario.pdf,text:ano
GMC,ACADIA,ALL TERRAIN A,2024,gasolina,326.0,,,4X4,AUTOMÁTICA,8,,,,,,,,,,,0,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/gmc/nueva-gmc-acadia-2024-catalogo-escritorio.pdf,file:ano
GMC,ACADIA,D PREMIUM 8 PASAJEROS AWD,2015,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/gmc/nueva-gmc-acadia-catalogo-accesorios.pdf,
CAT,logo,Accesorios,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/gwm/Cat_logo_Accesorios_Abril_2025.pdf,file:ano
HONDA,ACCORD,EX L CVT L4,2025,gasolina,,,,,CVT,,,,,,,,,,5,,1,0,,,,,,,,10.2,1,1,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/honda/Brochure_ACCORD_Petrol_2025.pdf,file:ano
HONDA,BR-V,TOURING,2025,gasolina,,,,,CVT,,,,,,,,,,7,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/honda/Brochure_BRV_2025.pdf,file:ano
HONDA,CITY,PRIME CVT,2026,gasolina,,,,,CVT,,,,,,136,519,,,5,2,1,0,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/honda/Brochure_CITY_2026.pdf,file:ano
HONDA,CIVIC,EX CVT,2026,gasolina,,,,,CVT,,,,,,,,,,5,8,1,0,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/honda/Brochure_CIVIC_2026.pdf,file:ano
HONDA,CR-V,EX MANOS LIBRES,2026,gasolina,6.0,,,,CVT,,,,,,,,,,5,,1,0,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/honda/Brochure_CRV_2026.pdf,file:ano
HONDA,HR-V,UNIC CVT,2026,gasolina,,,,,CVT,,,,,,,,,,5,,1,0,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/honda/Brochure_HRV_2026.pdf,file:ano
HONDA,ODYSSEY,BLACK EDITION,2025,gasolina,,,,,AUTOMÁTICA,10,,,,,,,,,8,,1,0,,,,,,,,12.8,1,1,0,1,0,1,1,0,1,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/honda/Brochure_ODYSSEY_2025.pdf,file:ano
HONDA,PILOT,BLACK EDITION,2025,gasolina,,,,,AUTOMÁTICA,10,,,,,,,,,8,,1,0,,,,,,,,10.2,1,1,0,1,1,0,0,0,1,1,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/honda/Brochure_PILOT_2025.pdf,file:ano
HYUNDAI,CRETA,GLS IVT,2021,gasolina,113.0,,,,MANUAL,,,,,,,,,,5,,1,0,,,,,,,,10.25,1,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/FichaTecnica_Creta2026.pdf,text:ano
FICHATECNICA,GrandFacelift2026,UNSPEC,2013,gasolina,157.0,,,,AUTOMÁTICA,6,,,,,,,,,7,,1,1,,,,,,,,10.25,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/FichaTecnica_GrandFacelift2026.pdf,text:ano
HYUNDAI,HB20,1.6 GL MID AUTO,2026,gasolina,83.0,,,,MANUAL,,,,,,,,,,5,,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/Ficha_Tecnica_Gi10HB_2026.pdf,file:ano
FICHA,Tecnica,Gi10SD,2026,gasolina,83.0,,,,MANUAL,,,,,,,,,,5,,1,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/Ficha_Tecnica_Gi10SD_2026.pdf,file:ano
HYUNDAI,ELANTRA,GLS PREMIUM DCT HEV,2021,híbrido,105.0,2.0,,,DCT,6,,,,,,,,,5,,1,1,,,,,,,,10.25,1,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/hyundai/Fichatecnica_elantrahibrido2026.pdf,text:ano
MAZDA,BT-50,SIGNATURE,2025,diésel,188.0,,,4X4,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,1,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-bt-50-2025-v01.pdf,file:ano
MAZDA,CX-3,I SPORT 2WD,2025,gasolina,148.0,,,,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-3-2025-v01.pdf,file:ano
MAZDA,CX-30,S GRAND TOURING POLYMETAL AWD,2025,gasolina,186.0,,,AWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-30-2025-v01.pdf,file:ano
MAZDA,CX-5,I GRAND TOURING 2WD,2025,gasolina,188.0,,,,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,1,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-5-2025-v01.pdf,file:ano
MAZDA,CX-50,2.5 TURBO SIGNATURE AWD,2025,gasolina,228.0,,,AWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,1,1,0,1,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-50-2025-v01.pdf,file:ano
MAZDA,CX-70,I GRAND TOURING MHEV,2025,híbrido,280.0,,,AWD,AUTOMÁTICA,8,,,,,,,,,,,1,0,,,,,,,,12.0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-70-2025-v01.pdf,file:ano
MAZDA,CX-90,TURBO SIGNATURE AWD,2025,híbrido,340.0,,,AWD,AUTOMÁTICA,8,,,,,,,,,,,1,0,,,,,,,,12.3,1,1,0,1,1,1,1,0,0,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-cx-90-2025-v01.pdf,file:ano
MAZDA,MX-5,GRAND TOURING POWER RETRACTABLE HARD TOP,2025,gasolina,181.0,,,RWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-mx-5-2025-v01.pdf,file:ano
MAZDA,MX-5,GRAND TOURING POWER RETRACTABLE HARD TOP,2024,gasolina,181.0,,,RWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-mx-5-i-sport-2024-v01.pdf,file:ano
MAZDA,MX-5,GRAND TOURING POWER RETRACTABLE HARD TOP,2025,gasolina,181.0,,,RWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda-mx-5-rf-2025-v01.pdf,file:ano
MAZDA,MAZDA2,I GRAND TOURING 5 PUERTAS T/A,2026,gasolina,109.0,,,,MANUAL,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda2-hatchback-2026-v01.pdf,file:ano
MAZDA,MAZDA2,I GRAND TOURING 5 PUERTAS T/A,2026,gasolina,109.0,,,,MANUAL,6,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda2-sedan-2026-v01.pdf,file:ano
MAZDA,MAZDA3,HATCHBACK S TA BOLSAS DE AIRE,2025,gasolina,186.0,,,AWD,AUTOMÁTICA,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda3-hatchback-2025-v01.pdf,file:ano
MAZDA,MAZDA3,SEDAN S TA BOLSAS DE AIRE,2025,gasolina,186.0,,,AWD,MANUAL,6,,,,,,,,,,,1,0,,,,,,,,10.0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/mazda/ficha-tecnica-mazda3-sedan-2025-v01.pdf,file:ano
NISSAN,2023,fleet,2023,eléctrico,,,,,MANUAL,,,,,,,,,,,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2023-fleet_solutions-catalogo_comerciales.pdf,file:ano
NISSAN,2023,fleet,2023,eléctrico,,,,,AUTOMÁTICA,,,,,,,,,,,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2023-fleet_solutions-catalogo_productos.pdf,file:ano
NISSAN,KICKS,1.6 ADVANCE LTS CVT A/C PAQ SEG,2025,eléctrico,,,,,,,,,,,,,,,,,0,0,,,,,,,,12.3,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-kicks-catalogo.pdf,file:ano
NISSAN,KICKS,1.6 ADVANCE LTS CVT A/C PAQ SEG,2025,eléctrico,118.0,,,,,,,,,,,,,,5,,1,0,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-kicks-play-catalogo.pdf,file:ano
NISSAN,KICKS,1.6 ADVANCE LTS CVT A/C PAQ SEG,2025,eléctrico,,2.0,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-kicks_e_power-catalogo.pdf,file:ano
NISSAN,MAGNITE,ADVANCE 1.0 LTS CVT 25,2025,eléctrico,,,,,MANUAL,5,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-magnite-catalogo.pdf,file:ano
NISSAN,SENTRA,ELITE PIEL CVT,2025,eléctrico,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-sentra-catalogo.pdf,file:ano
NISSAN,2025,terminos,2025,gasolina,,,,,AT,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-terminos_promociones_oferta_comercial_posventa.pdf,file:ano
NISSAN,URVAN,PANEL 4 PTAS DV LARGA VENT TOLDO ALT T/M,2025,gasolina,,,,,MANUAL,5,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-urvan_panel-catalogo.pdf,file:ano
NISSAN,URVAN,14 PASAJEROS AMPLIA AA 25,2025,gasolina,,,,,MANUAL,5,,,,,,,,,5,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-urvan_pasajeros-catalogo.pdf,file:ano
NISSAN,V-DRIVE,V-DRIVE TM A/C AUDIO 24,2025,HR16DE,,,,,,5,,,,,,460,,,,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-v_drive-catalogo.pdf,file:ano
NISSAN,VERSA,VERSA GO ASIENTO GIRATORIO ADVANCE TA '1,2025,eléctrico,,,,,,,,,,,,482,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-versa-catalogo.pdf,file:ano
NISSAN,X-TRAIL,EXCLUSIVE E-POWER 2 ROW 23,2025,eléctrico,,2.0,,,,,,,,,,,,,,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-x_trail_e_power-catalogo.pdf,file:ano
NISSAN,Z,TOURING TA 23,2025,VR30DDTT (Twin Turbo),400.0,,,,,,,,,,,,,,,,1,0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,19.0,,,,,,file://data/oem_specs_processed/nissan/nissan-2025-z-catalogo.pdf,file:ano
VOLKSWAGEN,VIRTUS,VIRTUS STD.,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Rescue_SheetVolswagen__Virtus_2022_5d_EN.pdf,file:ano
VOLKSWAGEN,VIRTUS,VIRTUS STD.,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Rescue_SheetVolswagen__Virtus_2022_5d_ES.pdf,file:ano
VOLKSWAGEN,VIRTUS,VIRTUS STD.,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Rescue_SheetVolswagen__Virtus_2022_5d_PT.pdf,file:ano
VOLKSWAGEN,JETTA,2.0 TM,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Volkswagen_Jetta_PA_2022_5d_EN_edit.pdf,file:ano
VOLKSWAGEN,JETTA,2.0 TM,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Volkswagen_Jetta_PA_2022_5d_ES_edit.pdf,file:ano
VOLKSWAGEN,JETTA,2.0 TM,2022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/Volkswagen_Jetta_PA_2022_5d_PT_edit.pdf,file:ano
VOLKSWAGEN,CC,2.0 TURBO FSI DSG,2025,gasolina,370.0,7.0,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/cata_CC_81logo-volkswagen-nuevo-gti-2025.pdf,file:ano
VOLKSWAGEN,GLI,GLI DSG,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-gli-2025.pdf,file:ano
VOLKSWAGEN,JETTA,COMFORTLINE STD. BOLSAS AIRE DEL.,2025,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-jetta-2025.pdf,file:ano
VOLKSWAGEN,TIGUAN,1.4 DSG PAQUETE SPORT & STYLE,2025,gasolina,150.0,7.0,,,,7,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-nuevo-tiguan-2025.pdf,file:ano
VOLKSWAGEN,POLO,COMFORTLINE PLUS TIPTRONIC,2026,gasolina,,,,,,6,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-polo-2026.pdf,file:ano
VOLKSWAGEN,TERAMONT,PEAK EDITION LONG DRIVE,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-teramont-2025.pdf,file:ano
VOLKSWAGEN,VIRTUS,COMFORTLINE TIP. SOUND,2025,gasolina,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/vw/catalogo-volkswagen-virtus-2025.pdf,file:ano
VOLKSWAGEN,GLI,GLI DSG,2026,gasolina,230.0,350.0,,Delantera,,,4720,1799,1459,2686,,,,,5,,1,0,,,,,,,,10.0,0,0,0,1,0,1,1,1,1,1,0,0,0,Disco ventilado,Disco,Mc Pherson,Independiente Fourlink,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-gli-2026-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,JETTA,COMFORTLINE TIP. BOLSAS AIRE DEL,2026,gasolina,150.0,250.0,,Delantera,,,4720,1799,1459,2686,,,,,5,,1,0,,,,,,,,10.0,0,0,0,1,0,0,0,0,1,1,0,0,0,Disco ventilado,Disco,Mc Pherson,Semi-independiente,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-jetta-2026-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,GTI,GTI DSG,2025,gasolina,261.0,370.0,,Delantera,,,4289,1789,1456,2627,,,,,5,,1,0,,,,,,,,12.9,0,0,0,1,0,1,1,1,1,1,0,0,0,Disco ventilado,Disco,Mc Pherson,Independiente Fourlink,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-nuevo-gti-2025-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,TIGUAN,2.0 TURBO PIEL TRACK & FUN 4MOTION AT,2025,gasolina,150.0,250.0,,Delantera,,,4670,1866,1665,2791,,,,,5,,1,0,,,,,,,,12.9,0,0,1,1,0,1,1,0,1,1,0,0,0,Disco ventilado,Disco,Mc Pherson,Independiente Fourlink,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-nuevo-tiguan-2025-ficha-tecnica.pdf,text:MY
VOLKSWAGEN,POLO,COMFORTLINE PLUS TIPTRONIC,2026,gasolina,109.0,155.0,,Delantera,,,4079,1751,1471,2566,,,,,5,,1,0,,,,,,,,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,Disco,Tambor,McPherson,Semi-Independiente,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-polo-2026-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,TERAMONT,PEAK EDITION LONG DRIVE,2025,gasolina,269.0,370.0,,Delantera,,,,,,,,,,,7,,1,0,,,,,,,,12.0,0,0,0,1,0,1,1,0,1,0,0,0,0,Disco ventilado,Disco ventilado,Mc Pherson,"Independiente
Fourlink",,,,,,,,file://data/oem_specs_processed/vw/volkswagen-teramont-2025-ficha-tecnica.pdf,file:ano
VOLKSWAGEN,VIRTUS,COMFORTLINE TIP. SOUND,2025,gasolina,110.0,152.0,,Delantera,,,,,,,,,,,5,,1,0,,,,,,,,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,Disco,Tambor,MC Pherson,Semi-independiente,,,,,,,,file://data/oem_specs_processed/vw/volkswagen-virtus-2025-ficha-tecnica.pdf,file:ano
KIA,K3,GT LINE,2024,gasolina,,,,,AUTOMÁTICA,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia-K3-Hatchback-2024-5d-GD-SP-I-NCAP--Candado-de-impresi_n.pdf,file:ano
KIA,K3,EX PACK AT,2023,gasolina,,,,,AUTOMÁTICA,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,file://data/oem_specs_processed/kia/Kia-K3-Sedan-2023-4d-GD-ES--Candado-de-impresi_n.pdf,file:ano
