file_path,file_name,make,model,version,ano,ano_source,text_len,pages_scanned,has_tables,ts_processed
data/oem_specs/honda/Brochure_PILOT_2025.pdf,Brochure_PILOT_2025.pdf,HONDA,PILOT,BLACK EDITION,2025,file:ano,4773,6,0,2025-09-06T03:08:21.579891
data/oem_specs/hyundai/FichaTecnica_Creta2026.pdf,FichaTecnica_Creta2026.pdf,HYUNDAI,CRETA,GLS PREMIUM TA,2021,text:ano,7310,6,1,2025-09-06T03:08:23.659599
data/oem_specs/hyundai/FichaTecnica_GrandFacelift2026.pdf,FichaTecnica_GrandFacelift2026.pdf,FICHATECNICA,GrandFacelift2026,,2013,text:ano,6018,6,0,2025-09-06T03:08:25.228090
data/oem_specs/hyundai/Ficha_Tecnica_Gi10HB_2026.pdf,Ficha_Tecnica_Gi10HB_2026.pdf,HYUNDAI,HB20,1.6 GL MID AUTO,2026,file:ano,5967,6,0,2025-09-06T03:08:26.802054
data/oem_specs/hyundai/Ficha_Tecnica_Gi10SD_2026.pdf,Ficha_Tecnica_Gi10SD_2026.pdf,FICHA,Tecnica,Gi10SD,2026,file:ano,5801,6,0,2025-09-06T03:08:28.558000
data/oem_specs/hyundai/Fichatecnica_elantrahibrido2026.pdf,Fichatecnica_elantrahibrido2026.pdf,HYUNDAI,ELANTRA,GLS PREMIUM TA,2021,text:ano,6457,6,0,2025-09-06T03:08:30.179690
data/oem_specs/mazda/ficha-tecnica-mazda-bt-50-2025-v01.pdf,ficha-tecnica-mazda-bt-50-2025-v01.pdf,MAZDA,BT-50,SIGNATURE,2025,file:ano,6705,6,0,2025-09-06T03:08:32.124108
data/oem_specs/mazda/ficha-tecnica-mazda-cx-3-2025-v01.pdf,ficha-tecnica-mazda-cx-3-2025-v01.pdf,MAZDA,CX-3,I SPORT 2WD,2025,file:ano,6116,6,0,2025-09-06T03:08:33.367147
data/oem_specs/mazda/ficha-tecnica-mazda-cx-30-2025-v01.pdf,ficha-tecnica-mazda-cx-30-2025-v01.pdf,MAZDA,CX-30,2.5 I GRAND TOURING,2025,file:ano,7728,6,0,2025-09-06T03:08:34.721196
data/oem_specs/mazda/ficha-tecnica-mazda-cx-5-2025-v01.pdf,ficha-tecnica-mazda-cx-5-2025-v01.pdf,MAZDA,CX-5,I GRAND TOURING 2WD,2025,file:ano,6910,6,0,2025-09-06T03:08:36.090566
data/oem_specs/mazda/ficha-tecnica-mazda-cx-50-2025-v01.pdf,ficha-tecnica-mazda-cx-50-2025-v01.pdf,MAZDA,CX-50,2.5 TURBO SIGNATURE AWD,2025,file:ano,7023,6,0,2025-09-06T03:08:37.579295
data/oem_specs/mazda/ficha-tecnica-mazda-cx-70-2025-v01.pdf,ficha-tecnica-mazda-cx-70-2025-v01.pdf,MAZDA,CX-70,I GRAND TOURING MHEV,2025,file:ano,7225,6,0,2025-09-06T03:08:39.130274
data/oem_specs/mazda/ficha-tecnica-mazda-cx-90-2025-v01.pdf,ficha-tecnica-mazda-cx-90-2025-v01.pdf,MAZDA,CX-90,TURBO SIGNATURE AWD,2025,file:ano,7446,6,0,2025-09-06T03:08:40.470774
data/oem_specs/mazda/ficha-tecnica-mazda-mx-5-2025-v01.pdf,ficha-tecnica-mazda-mx-5-2025-v01.pdf,MAZDA,MX-5,I GRAND TOURING TA,2025,file:ano,6771,6,0,2025-09-06T03:08:41.677741
data/oem_specs/mazda/ficha-tecnica-mazda-mx-5-i-sport-2024-v01.pdf,ficha-tecnica-mazda-mx-5-i-sport-2024-v01.pdf,MAZDA,MX-5,I GRAND TOURING TA,2024,file:ano,6566,6,0,2025-09-06T03:08:42.848700
data/oem_specs/mazda/ficha-tecnica-mazda-mx-5-rf-2025-v01.pdf,ficha-tecnica-mazda-mx-5-rf-2025-v01.pdf,MAZDA,MX-5,I GRAND TOURING TA,2025,file:ano,6775,6,0,2025-09-06T03:08:44.141051
data/oem_specs/mazda/ficha-tecnica-mazda2-hatchback-2026-v01.pdf,ficha-tecnica-mazda2-hatchback-2026-v01.pdf,MAZDA,MAZDA2,I GRAND TOURING 5 PUERTAS T/A,2026,file:ano,6949,6,0,2025-09-06T03:08:45.439928
data/oem_specs/mazda/ficha-tecnica-mazda2-sedan-2026-v01.pdf,ficha-tecnica-mazda2-sedan-2026-v01.pdf,MAZDA,MAZDA2,I GRAND TOURING 5 PUERTAS T/A,2026,file:ano,7143,6,0,2025-09-06T03:08:47.062335
data/oem_specs/mazda/ficha-tecnica-mazda3-hatchback-2025-v01.pdf,ficha-tecnica-mazda3-hatchback-2025-v01.pdf,MAZDA,MAZDA3,4 PUERTAS S TA BOLSAS DE AIRE,2025,file:ano,7755,6,0,2025-09-06T03:08:48.583478
data/oem_specs/mazda/ficha-tecnica-mazda3-sedan-2025-v01.pdf,ficha-tecnica-mazda3-sedan-2025-v01.pdf,MAZDA,MAZDA3,4 PUERTAS S TM BOLSAS DE AIRE,2025,file:ano,8096,6,0,2025-09-06T03:08:50.007354
data/oem_specs/nissan/nissan-2023-fleet_solutions-catalogo_comerciales.pdf,nissan-2023-fleet_solutions-catalogo_comerciales.pdf,NISSAN,2023,fleet,2023,file:ano,4165,6,0,2025-09-06T03:08:52.956668
data/oem_specs/nissan/nissan-2023-fleet_solutions-catalogo_productos.pdf,nissan-2023-fleet_solutions-catalogo_productos.pdf,NISSAN,2023,fleet,2023,file:ano,4167,6,0,2025-09-06T03:08:54.344285
data/oem_specs/nissan/nissan-2025-kicks-catalogo.pdf,nissan-2025-kicks-catalogo.pdf,NISSAN,KICKS,1.6 SENSE LTS T/M A/C PAQ SEG,2025,file:ano,4916,6,0,2025-09-06T03:08:55.540650
data/oem_specs/nissan/nissan-2025-kicks-play-catalogo.pdf,nissan-2025-kicks-play-catalogo.pdf,NISSAN,KICKS,1.6 SENSE LTS T/M A/C PAQ SEG,2025,file:ano,7337,6,0,2025-09-06T03:08:57.073292
data/oem_specs/nissan/nissan-2025-kicks_e_power-catalogo.pdf,nissan-2025-kicks_e_power-catalogo.pdf,NISSAN,KICKS,1.6 SENSE LTS T/M A/C PAQ SEG,2025,file:ano,5533,6,0,2025-09-06T03:08:58.124310
data/oem_specs/nissan/nissan-2025-magnite-catalogo.pdf,nissan-2025-magnite-catalogo.pdf,NISSAN,MAGNITE,ADVANCE 1.0 LTS MT 25,2025,file:ano,5083,6,0,2025-09-06T03:08:59.161456
data/oem_specs/nissan/nissan-2025-sentra-catalogo.pdf,nissan-2025-sentra-catalogo.pdf,NISSAN,SENTRA,SE-R SPEC V,2025,file:ano,6912,6,0,2025-09-06T03:09:00.282736
data/oem_specs/nissan/nissan-2025-terminos_promociones_oferta_comercial_posventa.pdf,nissan-2025-terminos_promociones_oferta_comercial_posventa.pdf,NISSAN,2025,terminos,2025,file:ano,9807,6,0,2025-09-06T03:09:02.132033
data/oem_specs/nissan/nissan-2025-urvan_panel-catalogo.pdf,nissan-2025-urvan_panel-catalogo.pdf,NISSAN,URVAN,4 PTAS. GX LARGA T/M 9 PASAJEROS A/A,2025,file:ano,3132,6,0,2025-09-06T03:09:03.809373
data/oem_specs/nissan/nissan-2025-urvan_pasajeros-catalogo.pdf,nissan-2025-urvan_pasajeros-catalogo.pdf,NISSAN,URVAN,4 PTAS. GX LARGA T/M 9 PASAJEROS A/A,2025,file:ano,3327,6,0,2025-09-06T03:09:05.500477
data/oem_specs/nissan/nissan-2025-v_drive-catalogo.pdf,nissan-2025-v_drive-catalogo.pdf,NISSAN,V-DRIVE,V-DRIVE TM A/C AUDIO 24,2025,file:ano,5797,6,1,2025-09-06T03:09:06.930663
data/oem_specs/nissan/nissan-2025-versa-catalogo.pdf,nissan-2025-versa-catalogo.pdf,NISSAN,VERSA,VERSA GO ASIENTO GIRATORIO ADVANCE TA '1,2025,file:ano,3592,6,0,2025-09-06T03:09:08.580298
data/oem_specs/nissan/nissan-2025-x_trail_e_power-catalogo.pdf,nissan-2025-x_trail_e_power-catalogo.pdf,NISSAN,X-TRAIL,EXCLUSIVE E-POWER 2 ROW 25,2025,file:ano,6495,6,0,2025-09-06T03:09:10.066818
data/oem_specs/nissan/nissan-2025-z-catalogo.pdf,nissan-2025-z-catalogo.pdf,NISSAN,Z,TOURING TM 25,2025,file:ano,6246,6,1,2025-09-06T03:09:11.473900
data/oem_specs/vw/Rescue_SheetVolswagen__Virtus_2022_5d_EN.pdf,Rescue_SheetVolswagen__Virtus_2022_5d_EN.pdf,VOLKSWAGEN,VIRTUS,COMFORLINE TIPTRONIC,2022,file:ano,69,6,0,2025-09-06T03:09:13.123150
data/oem_specs/vw/Rescue_SheetVolswagen__Virtus_2022_5d_ES.pdf,Rescue_SheetVolswagen__Virtus_2022_5d_ES.pdf,VOLKSWAGEN,VIRTUS,COMFORLINE TIPTRONIC,2022,file:ano,69,6,0,2025-09-06T03:09:14.030316
data/oem_specs/vw/Rescue_SheetVolswagen__Virtus_2022_5d_PT.pdf,Rescue_SheetVolswagen__Virtus_2022_5d_PT.pdf,VOLKSWAGEN,VIRTUS,COMFORLINE TIPTRONIC,2022,file:ano,44,6,0,2025-09-06T03:09:15.075659
data/oem_specs/vw/Volkswagen_Jetta_PA_2022_5d_EN_edit.pdf,Volkswagen_Jetta_PA_2022_5d_EN_edit.pdf,VOLKSWAGEN,JETTA,2.0 TM,2022,file:ano,8,6,0,2025-09-06T03:09:16.049950
data/oem_specs/vw/Volkswagen_Jetta_PA_2022_5d_ES_edit.pdf,Volkswagen_Jetta_PA_2022_5d_ES_edit.pdf,VOLKSWAGEN,JETTA,2.0 TM,2022,file:ano,8,6,0,2025-09-06T03:09:17.180155
data/oem_specs/vw/Volkswagen_Jetta_PA_2022_5d_PT_edit.pdf,Volkswagen_Jetta_PA_2022_5d_PT_edit.pdf,VOLKSWAGEN,JETTA,2.0 TM,2022,file:ano,8,6,0,2025-09-06T03:09:18.101777
data/oem_specs/vw/cata_CC_81logo-volkswagen-nuevo-gti-2025.pdf,cata_CC_81logo-volkswagen-nuevo-gti-2025.pdf,VOLKSWAGEN,CC,2.0 TURBO FSI DSG,2025,file:ano,2088,6,0,2025-09-06T03:09:19.172048
data/oem_specs/vw/catalogo-volkswagen-gli-2025.pdf,catalogo-volkswagen-gli-2025.pdf,VOLKSWAGEN,GLI,GLI MT,2025,file:ano,2046,6,0,2025-09-06T03:09:20.245241
data/oem_specs/vw/catalogo-volkswagen-jetta-2025.pdf,catalogo-volkswagen-jetta-2025.pdf,VOLKSWAGEN,JETTA,"EUROPA AC SEGURIDAD RIN ALUMINIO 15"" TM",2025,file:ano,2430,6,0,2025-09-06T03:09:21.345094
data/oem_specs/vw/catalogo-volkswagen-nuevo-tiguan-2025.pdf,catalogo-volkswagen-nuevo-tiguan-2025.pdf,VOLKSWAGEN,TIGUAN,R-LINE 1.4,2025,file:ano,2710,6,0,2025-09-06T03:09:22.479389
data/oem_specs/vw/catalogo-volkswagen-polo-2026.pdf,catalogo-volkswagen-polo-2026.pdf,VOLKSWAGEN,POLO,2.0L COMFORTLINE 4 PTAS,2026,file:ano,2368,6,0,2025-09-06T03:09:23.601950
data/oem_specs/vw/catalogo-volkswagen-teramont-2025.pdf,catalogo-volkswagen-teramont-2025.pdf,VOLKSWAGEN,TERAMONT,PEAK EDITION LONG DRIVE,2025,file:ano,2583,6,0,2025-09-06T03:09:25.292377
data/oem_specs/vw/catalogo-volkswagen-virtus-2025.pdf,catalogo-volkswagen-virtus-2025.pdf,VOLKSWAGEN,VIRTUS,TRENDLINE MANUAL,2025,file:ano,2418,6,0,2025-09-06T03:09:26.671977
data/oem_specs/vw/volkswagen-gli-2026-ficha-tecnica.pdf,volkswagen-gli-2026-ficha-tecnica.pdf,VOLKSWAGEN,GLI,GLI DSG,2026,file:ano,7520,6,1,2025-09-06T03:09:28.335250
data/oem_specs/vw/volkswagen-jetta-2026-ficha-tecnica.pdf,volkswagen-jetta-2026-ficha-tecnica.pdf,VOLKSWAGEN,JETTA,"EUROPA AC SEGURIDAD RIN ALUMINIO 15"" TM",2026,file:ano,9120,6,1,2025-09-06T03:09:30.849520
data/oem_specs/vw/volkswagen-nuevo-gti-2025-ficha-tecnica.pdf,volkswagen-nuevo-gti-2025-ficha-tecnica.pdf,VOLKSWAGEN,GTI,GTI MT PIEL,2025,file:ano,7213,6,1,2025-09-06T03:09:32.717391
data/oem_specs/vw/volkswagen-nuevo-tiguan-2025-ficha-tecnica.pdf,volkswagen-nuevo-tiguan-2025-ficha-tecnica.pdf,VOLKSWAGEN,TIGUAN,2.0 TURBO PIEL TRACK & FUN AT,2025,text:MY,12501,6,1,2025-09-06T03:09:34.906050
data/oem_specs/vw/volkswagen-polo-2026-ficha-tecnica.pdf,volkswagen-polo-2026-ficha-tecnica.pdf,VOLKSWAGEN,POLO,"TRACK STD. RADIO 6.5""",2026,file:ano,7099,6,1,2025-09-06T03:09:36.255366
data/oem_specs/vw/volkswagen-teramont-2025-ficha-tecnica.pdf,volkswagen-teramont-2025-ficha-tecnica.pdf,VOLKSWAGEN,TERAMONT,PEAK EDITION LONG DRIVE,2025,file:ano,12166,6,1,2025-09-06T03:09:38.061733
data/oem_specs/vw/volkswagen-virtus-2025-ficha-tecnica.pdf,volkswagen-virtus-2025-ficha-tecnica.pdf,VOLKSWAGEN,VIRTUS,TRENDLINE MANUAL,2025,file:ano,8814,6,1,2025-09-06T03:09:39.857678
data/oem_specs/changan/Solicitud_para_derechos_ARCO_Changan_M_xico_VF.pdf,Solicitud_para_derechos_ARCO_Changan_M_xico_VF.pdf,SOLICITUD,para,derechos,,,4838,6,0,2025-09-06T13:31:24.230190
data/oem_specs/jeep/FT_JEEP_COMPASS_2025_13ENE2025_V3.pdf,FT_JEEP_COMPASS_2025_13ENE2025_V3.pdf,JEEP,COMPASS,ALTITUDE LIGHT S QUEMACOCOS,2025,file:ano,8581,6,0,2025-09-06T13:31:26.065500
data/oem_specs/jeep/FT_JEEP_RENEGADE_2025_08ENE2025_DIGITAL_V1.pdf,FT_JEEP_RENEGADE_2025_08ENE2025_DIGITAL_V1.pdf,JEEP,RENEGADE,SPORT,2025,file:ano,8325,6,0,2025-09-06T13:31:27.195046
data/oem_specs/kia/Kia-K3-Hatchback-2024-5d-GD-SP-I-NCAP--Candado-de-impresi_n.pdf,Kia-K3-Hatchback-2024-5d-GD-SP-I-NCAP--Candado-de-impresi_n.pdf,KIA,K3,L AT,2024,file:ano,3901,6,0,2025-09-06T13:31:29.034401
data/oem_specs/kia/Kia-K3-Sedan-2023-4d-GD-ES--Candado-de-impresi_n.pdf,Kia-K3-Sedan-2023-4d-GD-ES--Candado-de-impresi_n.pdf,KIA,K3,EX PACK AT,2023,file:ano,3329,6,0,2025-09-06T13:31:30.883379
data/oem_specs/kia/Kia_K4_Sed_n_2025_4d_GD_ES_Candado_de_impresi_n_V2.pdf,Kia_K4_Sed_n_2025_4d_GD_ES_Candado_de_impresi_n_V2.pdf,KIA,K4,GT LINE,2025,file:ano,3080,6,0,2025-09-06T13:31:32.197280
data/oem_specs/kia/Kia_K4__Hatchback_2025_5d_GD_ES_VF.pdf,Kia_K4__Hatchback_2025_5d_GD_ES_VF.pdf,KIA,K4,GT LINE,2025,file:ano,3820,6,0,2025-09-06T13:31:33.538453
data/oem_specs/toyota/Ficha_HILUX_20DIESEL_20y_20GASOLINA_202025.pdf.coredownload.pdf,Ficha_HILUX_20DIESEL_20y_20GASOLINA_202025.pdf.coredownload.pdf,TOYOTA,HILUX,D-CAB SR 4X2 (DOBLE CABINA SR),2025,text:MY,18705,6,1,2025-09-06T13:54:44.504501
data/oem_specs/toyota/Ficha_Tecnica_AVANZA_25_web.pdf.coredownload.pdf,Ficha_Tecnica_AVANZA_25_web.pdf.coredownload.pdf,TOYOTA,AVANZA,1.5 XLE AT,2025,text:MY,7180,6,1,2025-09-06T13:54:45.942533
data/oem_specs/toyota/Ficha_Tecnica_HIACE_25_web.pdf.coredownload.pdf,Ficha_Tecnica_HIACE_25_web.pdf.coredownload.pdf,TOYOTA,HIACE,15 PASAJEROS AC,2025,text:MY,8545,6,1,2025-09-06T13:54:47.662278
data/oem_specs/toyota/Ficha_Tecnica_PRIUS_26_web.pdf.coredownload.pdf,Ficha_Tecnica_PRIUS_26_web.pdf.coredownload.pdf,TOYOTA,PRIUS,PREMIUM AT,2026,text:MY,8883,6,1,2025-09-06T13:54:49.228760
data/oem_specs/toyota/Ficha_Tecnica_RAV4_25_web.pdf.coredownload.pdf,Ficha_Tecnica_RAV4_25_web.pdf.coredownload.pdf,TOYOTA,RAV4,2.5 XLE AWD AT,2025,text:MY,10006,6,1,2025-09-06T13:54:51.047342
data/oem_specs/toyota/Ficha_Tecnica_SEQUOIA_25_web.pdf.coredownload.pdf,Ficha_Tecnica_SEQUOIA_25_web.pdf.coredownload.pdf,TOYOTA,SEQUOIA,5.7L V8 PLATINUM,2025,text:MY,8141,6,1,2025-09-06T13:54:52.714600
data/oem_specs/toyota/Ficha_Tecnica_SIENNA_25_web.pdf.coredownload.pdf,Ficha_Tecnica_SIENNA_25_web.pdf.coredownload.pdf,TOYOTA,SIENNA,XLE PIEL,2025,text:MY,10051,6,1,2025-09-06T13:54:54.347787
data/oem_specs/toyota/Ficha_Tecnica_Tacoma_25_web.pdf.coredownload.pdf,Ficha_Tecnica_Tacoma_25_web.pdf.coredownload.pdf,TOYOTA,TACOMA,3.5 TRD SPORT 4X4,2025,text:MY,9696,6,1,2025-09-06T13:54:56.157558
data/oem_specs/toyota/Ficha_Tecnica_YARIS_HB_25_web.pdf.coredownload.pdf,Ficha_Tecnica_YARIS_HB_25_web.pdf.coredownload.pdf,TOYOTA,YARIS,1.5 R MID AT,2025,text:MY,8132,6,1,2025-09-06T13:54:57.651324
data/oem_specs/toyota/Ficha_Tecnica_Yaris_Sedan_25_web.pdf.coredownload.pdf,Ficha_Tecnica_Yaris_Sedan_25_web.pdf.coredownload.pdf,TOYOTA,YARIS,1.5 R MID AT,2025,text:MY,8988,6,1,2025-09-06T13:54:59.224434
data/oem_specs/toyota/Ficha_tecnica_4RUNNER_LIMITED_HEV_25_web_1.pdf.coredownload.pdf,Ficha_tecnica_4RUNNER_LIMITED_HEV_25_web_1.pdf.coredownload.pdf,TOYOTA,4RUNNER,TRD PRO HEV,2025,text:MY,8969,6,1,2025-09-06T13:55:00.558792
data/oem_specs/toyota/Ficha_tecnica_CAMRY_HEV_25_web.pdf.coredownload.pdf,Ficha_tecnica_CAMRY_HEV_25_web.pdf.coredownload.pdf,TOYOTA,CAMRY,XSE BI-TONE HEV,2025,text:MY,10341,6,1,2025-09-06T13:55:02.347302
data/oem_specs/toyota/Ficha_tecnica_COROLLA_25_web.pdf.coredownload.pdf,Ficha_tecnica_COROLLA_25_web.pdf.coredownload.pdf,TOYOTA,COROLLA,LE W/O SR,2025,text:MY,8945,6,1,2025-09-06T13:55:03.988059
data/oem_specs/toyota/Ficha_tecnica_COROLLA_CROSS_25_web.pdf.coredownload.pdf,Ficha_tecnica_COROLLA_CROSS_25_web.pdf.coredownload.pdf,TOYOTA,COROLLA,CE MT ELECT,2025,text:MY,8413,6,1,2025-09-06T13:55:05.499054
data/oem_specs/toyota/Ficha_tecnica_COROLLA_CROSS_HEV_25_web.pdf.coredownload.pdf,Ficha_tecnica_COROLLA_CROSS_HEV_25_web.pdf.coredownload.pdf,TOYOTA,COROLLA,CE MT ELECT,2025,text:MY,8082,6,1,2025-09-06T13:55:06.966711
data/oem_specs/toyota/Ficha_tecnica_COROLLA_HEV_25_web.pdf.coredownload.pdf,Ficha_tecnica_COROLLA_HEV_25_web.pdf.coredownload.pdf,TOYOTA,COROLLA,LE W/O SR,2025,text:MY,8537,6,0,2025-09-06T13:55:08.539120
data/oem_specs/toyota/Ficha_tecnica_HIGHLANDER_HEV_25_web.pdf.coredownload.pdf,Ficha_tecnica_HIGHLANDER_HEV_25_web.pdf.coredownload.pdf,TOYOTA,HIGHLANDER,3.5 LIMITED BR AT,2025,text:MY,9952,6,1,2025-09-06T13:55:10.130996
data/oem_specs/toyota/Ficha_tecnica_RAIZE_25_web.pdf.coredownload.pdf,Ficha_tecnica_RAIZE_25_web.pdf.coredownload.pdf,TOYOTA,RAIZE,XLE CVT BI-TONO,2025,text:MY,7453,6,1,2025-09-06T13:55:11.617382
data/oem_specs/toyota/Ficha_tecnica_RAV4_HEV_25_web.pdf.coredownload.pdf,Ficha_tecnica_RAV4_HEV_25_web.pdf.coredownload.pdf,TOYOTA,RAV4,2.5 XLE AWD AT,2025,text:MY,8436,6,1,2025-09-06T13:55:13.448768
data/oem_specs/kia/Kia-K3-Hatchback-2024-5d-GD-SP-I-NCAP--Candado-de-impresi_n.pdf,Kia-K3-Hatchback-2024-5d-GD-SP-I-NCAP--Candado-de-impresi_n.pdf,KIA,K3,L AT,2024,file:ano,3901,6,0,2025-09-06T14:12:47.423428
data/oem_specs/kia/Kia-K3-Sedan-2023-4d-GD-ES--Candado-de-impresi_n.pdf,Kia-K3-Sedan-2023-4d-GD-ES--Candado-de-impresi_n.pdf,KIA,K3,EX PACK AT,2023,file:ano,3329,6,0,2025-09-06T14:12:48.949271
data/oem_specs/kia/Kia_K4_Sed_n_2025_4d_GD_ES_Candado_de_impresi_n_V2.pdf,Kia_K4_Sed_n_2025_4d_GD_ES_Candado_de_impresi_n_V2.pdf,KIA,K4,GT LINE,2025,file:ano,3080,6,0,2025-09-06T14:12:50.476159
data/oem_specs/kia/Kia_K4__Hatchback_2025_5d_GD_ES_VF.pdf,Kia_K4__Hatchback_2025_5d_GD_ES_VF.pdf,KIA,K4,GT LINE,2025,file:ano,3820,6,0,2025-09-06T14:12:51.986397
data/oem_specs/jeep/FT_JEEP-COMANDER-2025.pdf,FT_JEEP-COMANDER-2025.pdf,FT,JEEP,COMANDER,2025,file:ano,6350,6,0,2025-09-06T14:19:52.063612
data/oem_specs/jeep/FT_JEEP_COMPASS_2025_13ENE2025_V3.pdf,FT_JEEP_COMPASS_2025_13ENE2025_V3.pdf,JEEP,COMPASS,ALTITUDE LIGHT S QUEMACOCOS,2025,file:ano,8581,6,0,2025-09-06T14:19:53.625026
data/oem_specs/jeep/FT_JEEP_GCH_ALTITUDE_2025_22NOV2024_V1.pdf,FT_JEEP_GCH_ALTITUDE_2025_22NOV2024_V1.pdf,FT,JEEP,GCH,2025,file:ano,5711,6,0,2025-09-06T14:19:54.873460
data/oem_specs/jeep/FT_JEEP_RENEGADE_2025_08ENE2025_DIGITAL_V1.pdf,FT_JEEP_RENEGADE_2025_08ENE2025_DIGITAL_V1.pdf,JEEP,RENEGADE,SPORT,2025,file:ano,8325,6,0,2025-09-06T14:19:56.134104
data/oem_specs/ford/ford-territory-2026-catalogo-descargable.pdf,ford-territory-2026-catalogo-descargable.pdf,FORD,TERRITORY,AMBIENTE FWD 1.8L,2026,file:ano,1310,6,0,2025-09-07T00:49:07.219917
data/oem_specs/hyundai/Ficha_Tecnica_Palisade.pdf,Ficha_Tecnica_Palisade.pdf,HYUNDAI,PALISADE,LIMITED TECH,2013,text:ano,7593,6,1,2025-09-07T00:49:14.801672
data/oem_specs/ram/FT_RAM1500_Bighorn2025_28JUN2024_V4.pdf,FT_RAM1500_Bighorn2025_28JUN2024_V4.pdf,RAM,RAM 1500,1500 BIGHORN 3.6 4X4 V6 TA,2024,text:ano,7423,6,0,2025-09-07T00:49:37.205659
data/oem_specs/ford/ford-bronco-2025-catalogo-descargable.pdf,ford-bronco-2025-catalogo-descargable.pdf,FORD,BRONCO,BADLANDS 4 PUERTAS 2.7L GTDI,2025,file:ano,3961,6,0,2025-09-07T14:06:21.027765
data/oem_specs/ford/ford-bronco-sport-2025-catalogo-descargable.pdf,ford-bronco-sport-2025-catalogo-descargable.pdf,FORD,BRONCO SPORT,BIG BEND 1.5L ECOBOOST,2025,file:ano,4395,6,0,2025-09-07T14:06:24.040854
data/oem_specs/ford/ford-expedition-2025-catalogo-descargable.pdf,ford-expedition-2025-catalogo-descargable.pdf,FORD,EXPEDITION,PLATINUM MAX 4X4 3.5L ECOBOOST CON SISTE,2025,file:ano,3303,6,0,2025-09-07T14:06:26.484663
data/oem_specs/ford/ford-lobo-2025-catalogo-descargable.pdf,ford-lobo-2025-catalogo-descargable.pdf,FORD,LOBO,RAPTOR SUPER CAB 4X4 3.5L V6 CON SPRAY I,2025,file:ano,3583,6,0,2025-09-07T14:06:28.157811
data/oem_specs/ford/ford-maverick-2025-catalogo-descargable.pdf,ford-maverick-2025-catalogo-descargable.pdf,FORD,MAVERICK,LARIAT SUPERCREW AWD 2.0L ECOBOOST,2025,file:ano,3683,6,0,2025-09-07T14:06:31.024648
data/oem_specs/ford/ford-mustang-2025-catalogo-descargable.pdf,ford-mustang-2025-catalogo-descargable.pdf,FORD,MUSTANG,DARK HORSE COUPE V8 5.0L AUTOMATICO PIEL,2025,file:ano,3245,6,0,2025-09-07T14:06:32.821345
data/oem_specs/ford/ford-mustang-mach-e-2025-catalogo-descargable.pdf,ford-mustang-mach-e-2025-catalogo-descargable.pdf,FORD,MUSTANG,GT PREMIUM CONVERTIBLE V8 5.0L MANUAL PI,2025,file:ano,4575,6,0,2025-09-07T14:06:34.317268
data/oem_specs/ford/ford-ranger-2025-catalogo-descargable.pdf,ford-ranger-2025-catalogo-descargable.pdf,FORD,RANGER,XLT 2.3L 4V TIVCT DI TC 270 HP GAS 10 AT,2025,file:ano,3309,6,0,2025-09-07T14:06:36.900065
data/oem_specs/ford/ford-territory-2025-catalogo-descargable.pdf,ford-territory-2025-catalogo-descargable.pdf,FORD,TERRITORY,AMBIENTE FWD 1.8L,2025,file:ano,3577,6,0,2025-09-07T14:06:38.267393
data/oem_specs/ford/ford-territory-2026-catalogo-descargable.pdf,ford-territory-2026-catalogo-descargable.pdf,FORD,TERRITORY,AMBIENTE FWD 1.8L,2026,file:ano,1310,6,0,2025-09-07T14:06:39.942286
